{'meteor': 0.05976095617529879, 'bertscore_precision': 0.8740603923797607, 'bertscore_recall': 0.8354758024215698, 'bertscore_f1': 0.854332685470581, 'rouge1_precision': 0.043478260869565216, 'rouge1_recall': 0.14285714285714285, 'rouge1_f1': 0.06666666666666667, 'rouge2_precision': 0.0, 'rouge2_recall': 0.0, 'rouge2_f1': 0.0, 'rougeL_precision': 0.043478260869565216, 'rougeL_recall': 0.14285714285714285, 'rougeL_f1': 0.06666666666666667, 'cosine_similarity': 0.8436091}
{'meteor': 0.07518535445866341, 'bertscore_precision': 0.8463988304138184, 'bertscore_recall': 0.8016108274459839, 'bertscore_f1': 0.8233962059020996, 'rouge1_precision': 0.10407239819004525, 'rouge1_recall': 0.3770491803278688, 'rouge1_f1': 0.1631205673758865, 'rouge2_precision': 0.04090909090909091, 'rouge2_recall': 0.15, 'rouge2_f1': 0.06428571428571428, 'rougeL_precision': 0.08597285067873303, 'rougeL_recall': 0.3114754098360656, 'rougeL_f1': 0.13475177304964536, 'cosine_similarity': 0.9213505}
{'meteor': 0.08658149247526938, 'bertscore_precision': 0.8470909595489502, 'bertscore_recall': 0.8241634964942932, 'bertscore_f1': 0.8354700207710266, 'rouge1_precision': 0.09302325581395349, 'rouge1_recall': 0.23529411764705882, 'rouge1_f1': 0.13333333333333333, 'rouge2_precision': 0.011764705882352941, 'rouge2_recall': 0.030303030303030304, 'rouge2_f1': 0.01694915254237288, 'rougeL_precision': 0.06976744186046512, 'rougeL_recall': 0.17647058823529413, 'rougeL_f1': 0.1, 'cosine_similarity': 0.9277596}
{'meteor': 0.00758150113722517, 'bertscore_precision': 0.8408003449440002, 'bertscore_recall': 0.7763093709945679, 'bertscore_f1': 0.8072688579559326, 'rouge1_precision': 0.007462686567164179, 'rouge1_recall': 0.3333333333333333, 'rouge1_f1': 0.014598540145985401, 'rouge2_precision': 0.0, 'rouge2_recall': 0.0, 'rouge2_f1': 0.0, 'rougeL_precision': 0.007462686567164179, 'rougeL_recall': 0.3333333333333333, 'rougeL_f1': 0.014598540145985401, 'cosine_similarity': 0.7624335}
{'meteor': 0.050085861476817393, 'bertscore_precision': 0.8508610725402832, 'bertscore_recall': 0.7860451340675354, 'bertscore_f1': 0.8171698451042175, 'rouge1_precision': 0.08123249299719888, 'rouge1_recall': 0.6744186046511628, 'rouge1_f1': 0.14500000000000002, 'rouge2_precision': 0.019662921348314606, 'rouge2_recall': 0.16666666666666666, 'rouge2_f1': 0.035175879396984924, 'rougeL_precision': 0.04201680672268908, 'rougeL_recall': 0.3488372093023256, 'rougeL_f1': 0.07500000000000001, 'cosine_similarity': 0.90494865}
{'meteor': 0.11353885315104154, 'bertscore_precision': 0.8423314094543457, 'bertscore_recall': 0.8268029689788818, 'bertscore_f1': 0.834494948387146, 'rouge1_precision': 0.10638297872340426, 'rouge1_recall': 0.17543859649122806, 'rouge1_f1': 0.13245033112582782, 'rouge2_precision': 0.010752688172043012, 'rouge2_recall': 0.017857142857142856, 'rouge2_f1': 0.013422818791946308, 'rougeL_precision': 0.05319148936170213, 'rougeL_recall': 0.08771929824561403, 'rougeL_f1': 0.06622516556291391, 'cosine_similarity': 0.91253203}
{'meteor': 0.1395332636711947, 'bertscore_precision': 0.8642891645431519, 'bertscore_recall': 0.8253145217895508, 'bertscore_f1': 0.8443523645401001, 'rouge1_precision': 0.19047619047619047, 'rouge1_recall': 0.46153846153846156, 'rouge1_f1': 0.2696629213483146, 'rouge2_precision': 0.048, 'rouge2_recall': 0.11764705882352941, 'rouge2_f1': 0.06818181818181818, 'rougeL_precision': 0.10317460317460317, 'rougeL_recall': 0.25, 'rougeL_f1': 0.14606741573033707, 'cosine_similarity': 0.9541769}
{'meteor': 0.12194629766905528, 'bertscore_precision': 0.8321390748023987, 'bertscore_recall': 0.8080064058303833, 'bertscore_f1': 0.8198952078819275, 'rouge1_precision': 0.1417910447761194, 'rouge1_recall': 0.25675675675675674, 'rouge1_f1': 0.18269230769230765, 'rouge2_precision': 0.0, 'rouge2_recall': 0.0, 'rouge2_f1': 0.0, 'rougeL_precision': 0.08208955223880597, 'rougeL_recall': 0.14864864864864866, 'rougeL_f1': 0.10576923076923078, 'cosine_similarity': 0.92876416}
{'meteor': 0.038167938931297704, 'bertscore_precision': 0.8473344445228577, 'bertscore_recall': 0.8557215929031372, 'bertscore_f1': 0.8515073657035828, 'rouge1_precision': 0.08333333333333333, 'rouge1_recall': 0.25, 'rouge1_f1': 0.125, 'rouge2_precision': 0.0, 'rouge2_recall': 0.0, 'rouge2_f1': 0.0, 'rougeL_precision': 0.08333333333333333, 'rougeL_recall': 0.25, 'rougeL_f1': 0.125, 'cosine_similarity': 0.8034094}
{'meteor': 0.006570302233902759, 'bertscore_precision': 0.8449796438217163, 'bertscore_recall': 0.7994197607040405, 'bertscore_f1': 0.8215685486793518, 'rouge1_precision': 0.0, 'rouge1_recall': 0.0, 'rouge1_f1': 0.0, 'rouge2_precision': 0.0, 'rouge2_recall': 0.0, 'rouge2_f1': 0.0, 'rougeL_precision': 0.0, 'rougeL_recall': 0.0, 'rougeL_f1': 0.0, 'cosine_similarity': 0.77214265}
{'meteor': 0.026455026455026454, 'bertscore_precision': 0.8445566296577454, 'bertscore_recall': 0.7810935974121094, 'bertscore_f1': 0.8115864396095276, 'rouge1_precision': 0.027624309392265192, 'rouge1_recall': 0.3333333333333333, 'rouge1_f1': 0.05102040816326531, 'rouge2_precision': 0.0, 'rouge2_recall': 0.0, 'rouge2_f1': 0.0, 'rougeL_precision': 0.022099447513812154, 'rougeL_recall': 0.26666666666666666, 'rougeL_f1': 0.04081632653061224, 'cosine_similarity': 0.8249105}
